"","age_class","Total","var","date"
"682","18-44","735","death_cumul_comb","2020-05-14"
"683","45-64","4387","death_cumul_comb","2020-05-14"
"684","65-74","4753","death_cumul_comb","2020-05-14"
"685","75+","9877","death_cumul_comb","2020-05-14"
"686","0-17","11","death_cumul_comb","2020-05-15"
"687","18-44","738","death_cumul_comb","2020-05-15"
"688","45-64","4406","death_cumul_comb","2020-05-15"
"689","65-74","4798","death_cumul_comb","2020-05-15"
"690","75+","9949","death_cumul_comb","2020-05-15"
"691","0-17","12","death_cumul_comb","2020-05-16"
"692","18-44","743","death_cumul_comb","2020-05-16"
"693","45-64","4452","death_cumul_comb","2020-05-16"
"694","65-74","4843","death_cumul_comb","2020-05-16"
"695","75+","10040","death_cumul_comb","2020-05-16"
"696","0-17","13","death_cumul_comb","2020-05-17"
"697","18-44","750","death_cumul_comb","2020-05-17"
"698","45-64","4490","death_cumul_comb","2020-05-17"
"699","65-74","4893","death_cumul_comb","2020-05-17"
"700","75+","10105","death_cumul_comb","2020-05-17"
"701","0-17","0","case_cumul","2020-03-09"
"702","18-44","10","case_cumul","2020-03-09"
"703","45-64","8","case_cumul","2020-03-09"
"704","65-74","3","case_cumul","2020-03-09"
"705","75+","2","case_cumul","2020-03-09"
"706","0-17","1","case_cumul","2020-03-10"
"707","18-44","22","case_cumul","2020-03-10"
"708","45-64","18","case_cumul","2020-03-10"
"709","65-74","6","case_cumul","2020-03-10"
"710","75+","4","case_cumul","2020-03-10"
"711","0-17","2","case_cumul","2020-03-11"
"712","18-44","49","case_cumul","2020-03-11"
"713","45-64","39","case_cumul","2020-03-11"
"714","65-74","13","case_cumul","2020-03-11"
"715","75+","9","case_cumul","2020-03-11"
"716","0-17","5","case_cumul","2020-03-12"
"717","18-44","110","case_cumul","2020-03-12"
"718","45-64","88","case_cumul","2020-03-12"
"719","65-74","30","case_cumul","2020-03-12"
"720","75+","22","case_cumul","2020-03-12"
"721","0-17","10","case_cumul","2020-03-13"
"722","18-44","216","case_cumul","2020-03-13"
"723","45-64","173","case_cumul","2020-03-13"
"724","65-74","59","case_cumul","2020-03-13"
"725","75+","44","case_cumul","2020-03-13"
"726","0-17","15","case_cumul","2020-03-14"
"727","18-44","326","case_cumul","2020-03-14"
"728","45-64","261","case_cumul","2020-03-14"
"729","65-74","89","case_cumul","2020-03-14"
"730","75+","67","case_cumul","2020-03-14"
"731","0-17","24","case_cumul","2020-03-15"
"732","18-44","503","case_cumul","2020-03-15"
"733","45-64","404","case_cumul","2020-03-15"
"734","65-74","137","case_cumul","2020-03-15"
"735","75+","104","case_cumul","2020-03-15"
"736","0-17","41","case_cumul","2020-03-16"
"737","18-44","866","case_cumul","2020-03-16"
"738","45-64","696","case_cumul","2020-03-16"
"739","65-74","236","case_cumul","2020-03-16"
"740","75+","179","case_cumul","2020-03-16"
"741","0-17","61","case_cumul","2020-03-17"
"742","18-44","1286","case_cumul","2020-03-17"
"743","45-64","1033","case_cumul","2020-03-17"
"744","65-74","350","case_cumul","2020-03-17"
"745","75+","266","case_cumul","2020-03-17"
"746","0-17","85","case_cumul","2020-03-18"
"747","18-44","1795","case_cumul","2020-03-18"
"748","45-64","1442","case_cumul","2020-03-18"
"749","65-74","488","case_cumul","2020-03-18"
"750","75+","371","case_cumul","2020-03-18"
"751","0-17","115","case_cumul","2020-03-19"
"752","18-44","2429","case_cumul","2020-03-19"
"753","45-64","1952","case_cumul","2020-03-19"
"754","65-74","660","case_cumul","2020-03-19"
"755","75+","502","case_cumul","2020-03-19"
"756","0-17","148","case_cumul","2020-03-20"
"757","18-44","3114","case_cumul","2020-03-20"
"758","45-64","2503","case_cumul","2020-03-20"
"759","65-74","846","case_cumul","2020-03-20"
"760","75+","644","case_cumul","2020-03-20"
"761","0-17","170","case_cumul","2020-03-21"
"762","18-44","3565","case_cumul","2020-03-21"
"763","45-64","2866","case_cumul","2020-03-21"
"764","65-74","969","case_cumul","2020-03-21"
"765","75+","737","case_cumul","2020-03-21"
"766","0-17","191","case_cumul","2020-03-22"
"767","18-44","4006","case_cumul","2020-03-22"
"768","45-64","3221","case_cumul","2020-03-22"
"769","65-74","1089","case_cumul","2020-03-22"
"770","75+","828","case_cumul","2020-03-22"
"771","0-17","300","case_cumul","2020-03-23"
"772","18-44","4965","case_cumul","2020-03-23"
"773","45-64","3519","case_cumul","2020-03-23"
"774","65-74","1150","case_cumul","2020-03-23"
"775","75+","825","case_cumul","2020-03-23"
"776","0-17","341","case_cumul","2020-03-24"
"777","18-44","6035","case_cumul","2020-03-24"
"778","45-64","4343","case_cumul","2020-03-24"
"779","65-74","1402","case_cumul","2020-03-24"
"780","75+","988","case_cumul","2020-03-24"
"781","0-17","384","case_cumul","2020-03-25"
"782","18-44","7094","case_cumul","2020-03-25"
"783","45-64","5194","case_cumul","2020-03-25"
"784","65-74","1689","case_cumul","2020-03-25"
"785","75+","1227","case_cumul","2020-03-25"
"786","0-17","446","case_cumul","2020-03-26"
"787","18-44","8880","case_cumul","2020-03-26"
"788","45-64","6786","case_cumul","2020-03-26"
"789","65-74","2226","case_cumul","2020-03-26"
"790","75+","1633","case_cumul","2020-03-26"
"791","0-17","495","case_cumul","2020-03-27"
"792","18-44","10145","case_cumul","2020-03-27"
"793","45-64","7869","case_cumul","2020-03-27"
"794","65-74","2627","case_cumul","2020-03-27"
"795","75+","1935","case_cumul","2020-03-27"
"796","0-17","543","case_cumul","2020-03-28"
"797","18-44","11617","case_cumul","2020-03-28"
"798","45-64","9158","case_cumul","2020-03-28"
"799","65-74","3034","case_cumul","2020-03-28"
"800","75+","2286","case_cumul","2020-03-28"
"801","0-17","591","case_cumul","2020-03-29"
"802","18-44","13213","case_cumul","2020-03-29"
"803","45-64","10596","case_cumul","2020-03-29"
"804","65-74","3571","case_cumul","2020-03-29"
"805","75+","2724","case_cumul","2020-03-29"
"806","0-17","619","case_cumul","2020-03-30"
"807","18-44","14233","case_cumul","2020-03-30"
"808","45-64","11577","case_cumul","2020-03-30"
"809","65-74","3954","case_cumul","2020-03-30"
"810","75+","3020","case_cumul","2020-03-30"
"811","0-17","714","case_cumul","2020-03-31"
"812","18-44","16028","case_cumul","2020-03-31"
"813","45-64","13344","case_cumul","2020-03-31"
"814","65-74","4496","case_cumul","2020-03-31"
"815","75+","3410","case_cumul","2020-03-31"
"816","0-17","757","case_cumul","2020-04-01"
"817","18-44","17347","case_cumul","2020-04-01"
"818","45-64","14689","case_cumul","2020-04-01"
"819","65-74","5015","case_cumul","2020-04-01"
"820","75+","3866","case_cumul","2020-04-01"
"821","0-17","816","case_cumul","2020-04-02"
"822","18-44","18767","case_cumul","2020-04-02"
"823","45-64","16104","case_cumul","2020-04-02"
"824","65-74","5584","case_cumul","2020-04-02"
"825","75+","4328","case_cumul","2020-04-02"
"826","0-17","881","case_cumul","2020-04-03"
"827","18-44","20313","case_cumul","2020-04-03"
"828","45-64","17497","case_cumul","2020-04-03"
"829","65-74","6095","case_cumul","2020-04-03"
"830","75+","4811","case_cumul","2020-04-03"
"831","0-17","988","case_cumul","2020-04-04"
"832","18-44","22434","case_cumul","2020-04-04"
"833","45-64","19971","case_cumul","2020-04-04"
"834","65-74","7064","case_cumul","2020-04-04"
"835","75+","5709","case_cumul","2020-04-04"
"836","0-17","1077","case_cumul","2020-04-05"
"837","18-44","23952","case_cumul","2020-04-05"
"838","45-64","21644","case_cumul","2020-04-05"
"839","65-74","7716","case_cumul","2020-04-05"
"840","75+","6337","case_cumul","2020-04-05"
"841","0-17","1135","case_cumul","2020-04-06"
"842","18-44","25383","case_cumul","2020-04-06"
"843","45-64","23135","case_cumul","2020-04-06"
"844","65-74","8260","case_cumul","2020-04-06"
"845","75+","6905","case_cumul","2020-04-06"
"846","0-17","1204","case_cumul","2020-04-07"
"847","18-44","26716","case_cumul","2020-04-07"
"848","45-64","24627","case_cumul","2020-04-07"
"849","65-74","8749","case_cumul","2020-04-07"
"850","75+","7345","case_cumul","2020-04-07"
"851","0-17","1374","case_cumul","2020-04-08"
"852","18-44","28830","case_cumul","2020-04-08"
"853","45-64","26755","case_cumul","2020-04-08"
"854","65-74","9472","case_cumul","2020-04-08"
"855","75+","8007","case_cumul","2020-04-08"
"856","0-17","1523","case_cumul","2020-04-09"
"857","18-44","30877","case_cumul","2020-04-09"
"858","45-64","28700","case_cumul","2020-04-09"
"859","65-74","10219","case_cumul","2020-04-09"
"860","75+","8713","case_cumul","2020-04-09"
"861","0-17","1726","case_cumul","2020-04-10"
"862","18-44","33906","case_cumul","2020-04-10"
"863","45-64","31472","case_cumul","2020-04-10"
"864","65-74","10990","case_cumul","2020-04-10"
"865","75+","9424","case_cumul","2020-04-10"
"866","0-17","1867","case_cumul","2020-04-11"
"867","18-44","36475","case_cumul","2020-04-11"
"868","45-64","33914","case_cumul","2020-04-11"
"869","65-74","11736","case_cumul","2020-04-11"
"870","75+","10203","case_cumul","2020-04-11"
"871","0-17","1928","case_cumul","2020-04-12"
"872","18-44","37835","case_cumul","2020-04-12"
"873","45-64","35575","case_cumul","2020-04-12"
"874","65-74","12364","case_cumul","2020-04-12"
"875","75+","10793","case_cumul","2020-04-12"
"876","0-17","2025","case_cumul","2020-04-13"
"877","18-44","39704","case_cumul","2020-04-13"
"878","45-64","37851","case_cumul","2020-04-13"
"879","65-74","13128","case_cumul","2020-04-13"
"880","75+","11477","case_cumul","2020-04-13"
"881","0-17","2078","case_cumul","2020-04-14"
"882","18-44","40612","case_cumul","2020-04-14"
"883","45-64","38967","case_cumul","2020-04-14"
"884","65-74","13542","case_cumul","2020-04-14"
"885","75+","11840","case_cumul","2020-04-14"
"886","0-17","2150","case_cumul","2020-04-15"
"887","18-44","42127","case_cumul","2020-04-15"
"888","45-64","40559","case_cumul","2020-04-15"
"889","65-74","14025","case_cumul","2020-04-15"
"890","75+","12331","case_cumul","2020-04-15"
"891","0-17","2256","case_cumul","2020-04-16"
"892","18-44","44016","case_cumul","2020-04-16"
"893","45-64","42743","case_cumul","2020-04-16"
"894","65-74","14949","case_cumul","2020-04-16"
"895","75+","13366","case_cumul","2020-04-16"
"896","0-17","2395","case_cumul","2020-04-17"
"897","18-44","45648","case_cumul","2020-04-17"
"898","45-64","44460","case_cumul","2020-04-17"
"899","65-74","15490","case_cumul","2020-04-17"
"900","75+","13892","case_cumul","2020-04-17"
"901","0-17","2478","case_cumul","2020-04-18"
"902","18-44","46985","case_cumul","2020-04-18"
"903","45-64","46115","case_cumul","2020-04-18"
"904","65-74","16019","case_cumul","2020-04-18"
"905","75+","14501","case_cumul","2020-04-18"
"906","0-17","2588","case_cumul","2020-04-19"
"907","18-44","48156","case_cumul","2020-04-19"
"908","45-64","47407","case_cumul","2020-04-19"
"909","65-74","16439","case_cumul","2020-04-19"
"910","75+","14922","case_cumul","2020-04-19"
"911","0-17","2652","case_cumul","2020-04-20"
"912","18-44","49066","case_cumul","2020-04-20"
"913","45-64","48444","case_cumul","2020-04-20"
"914","65-74","16776","case_cumul","2020-04-20"
"915","75+","15251","case_cumul","2020-04-20"
"916","0-17","2707","case_cumul","2020-04-21"
"917","18-44","49887","case_cumul","2020-04-21"
"918","45-64","49383","case_cumul","2020-04-21"
"919","65-74","17072","case_cumul","2020-04-21"
"920","75+","15547","case_cumul","2020-04-21"
"921","0-17","2839","case_cumul","2020-04-22"
"922","18-44","51217","case_cumul","2020-04-22"
"923","45-64","50694","case_cumul","2020-04-22"
"924","65-74","17474","case_cumul","2020-04-22"
"925","75+","15932","case_cumul","2020-04-22"
"926","0-17","2961","case_cumul","2020-04-23"
"927","18-44","52380","case_cumul","2020-04-23"
"928","45-64","51998","case_cumul","2020-04-23"
"929","65-74","17846","case_cumul","2020-04-23"
"930","75+","16282","case_cumul","2020-04-23"
"931","0-17","3116","case_cumul","2020-04-24"
"932","18-44","53941","case_cumul","2020-04-24"
"933","45-64","53696","case_cumul","2020-04-24"
"934","65-74","18372","case_cumul","2020-04-24"
"935","75+","16727","case_cumul","2020-04-24"
"936","0-17","3276","case_cumul","2020-04-25"
"937","18-44","55541","case_cumul","2020-04-25"
"938","45-64","55390","case_cumul","2020-04-25"
"939","65-74","18891","case_cumul","2020-04-25"
"940","75+","17182","case_cumul","2020-04-25"
"941","0-17","3361","case_cumul","2020-04-26"
"942","18-44","56474","case_cumul","2020-04-26"
"943","45-64","56428","case_cumul","2020-04-26"
"944","65-74","19198","case_cumul","2020-04-26"
"945","75+","17443","case_cumul","2020-04-26"
"946","0-17","3488","case_cumul","2020-04-27"
"947","18-44","57462","case_cumul","2020-04-27"
"948","45-64","57556","case_cumul","2020-04-27"
"949","65-74","19545","case_cumul","2020-04-27"
"950","75+","17735","case_cumul","2020-04-27"
"951","0-17","3555","case_cumul","2020-04-28"
"952","18-44","58042","case_cumul","2020-04-28"
"953","45-64","58143","case_cumul","2020-04-28"
"954","65-74","19749","case_cumul","2020-04-28"
"955","75+","17909","case_cumul","2020-04-28"
"956","0-17","3631","case_cumul","2020-04-29"
"957","18-44","58866","case_cumul","2020-04-29"
"958","45-64","58877","case_cumul","2020-04-29"
"959","65-74","19996","case_cumul","2020-04-29"
"960","75+","18180","case_cumul","2020-04-29"
"961","0-17","3711","case_cumul","2020-04-30"
"962","18-44","59684","case_cumul","2020-04-30"
"963","45-64","59715","case_cumul","2020-04-30"
"964","65-74","20273","case_cumul","2020-04-30"
"965","75+","18506","case_cumul","2020-04-30"
"966","0-17","3782","case_cumul","2020-05-01"
"967","18-44","60483","case_cumul","2020-05-01"
"968","45-64","60552","case_cumul","2020-05-01"
"969","65-74","20537","case_cumul","2020-05-01"
"970","75+","18821","case_cumul","2020-05-01"
"971","0-17","3897","case_cumul","2020-05-02"
"972","18-44","61376","case_cumul","2020-05-02"
"973","45-64","61424","case_cumul","2020-05-02"
"974","65-74","20813","case_cumul","2020-05-02"
"975","75+","19045","case_cumul","2020-05-02"
"976","0-17","4023","case_cumul","2020-05-03"
"977","18-44","62109","case_cumul","2020-05-03"
"978","45-64","62137","case_cumul","2020-05-03"
"979","65-74","21024","case_cumul","2020-05-03"
"980","75+","19221","case_cumul","2020-05-03"
"981","0-17","4088","case_cumul","2020-05-04"
"982","18-44","62718","case_cumul","2020-05-04"
"983","45-64","62700","case_cumul","2020-05-04"
"984","65-74","21245","case_cumul","2020-05-04"
"985","75+","19451","case_cumul","2020-05-04"
"986","0-17","4137","case_cumul","2020-05-05"
"987","18-44","63149","case_cumul","2020-05-05"
"988","45-64","63122","case_cumul","2020-05-05"
"989","65-74","21383","case_cumul","2020-05-05"
"990","75+","19598","case_cumul","2020-05-05"
"991","0-17","4188","case_cumul","2020-05-06"
"992","18-44","63726","case_cumul","2020-05-06"
"993","45-64","63670","case_cumul","2020-05-06"
"994","65-74","21590","case_cumul","2020-05-06"
"995","75+","19779","case_cumul","2020-05-06"
"996","0-17","4246","case_cumul","2020-05-07"
"997","18-44","64244","case_cumul","2020-05-07"
"998","45-64","64143","case_cumul","2020-05-07"
"999","65-74","21770","case_cumul","2020-05-07"
"1000","75+","19971","case_cumul","2020-05-07"
"1001","0-17","4310","case_cumul","2020-05-08"
"1002","18-44","64707","case_cumul","2020-05-08"
"1003","45-64","64595","case_cumul","2020-05-08"
"1004","65-74","21959","case_cumul","2020-05-08"
"1005","75+","20173","case_cumul","2020-05-08"
"1006","0-17","4397","case_cumul","2020-05-09"
"1007","18-44","65195","case_cumul","2020-05-09"
"1008","45-64","65082","case_cumul","2020-05-09"
"1009","65-74","22120","case_cumul","2020-05-09"
"1010","75+","20337","case_cumul","2020-05-09"
"1011","0-17","4459","case_cumul","2020-05-10"
"1012","18-44","65645","case_cumul","2020-05-10"
"1013","45-64","65546","case_cumul","2020-05-10"
"1014","65-74","22260","case_cumul","2020-05-10"
"1015","75+","20504","case_cumul","2020-05-10"
"1016","0-17","4605","case_cumul","2020-05-11"
"1017","18-44","67327","case_cumul","2020-05-11"
"1018","45-64","67171","case_cumul","2020-05-11"
"1019","65-74","22866","case_cumul","2020-05-11"
"1020","75+","21280","case_cumul","2020-05-11"
"1021","0-17","4645","case_cumul","2020-05-12"
"1022","18-44","67562","case_cumul","2020-05-12"
"1023","45-64","67364","case_cumul","2020-05-12"
"1024","65-74","22937","case_cumul","2020-05-12"
"1025","75+","21399","case_cumul","2020-05-12"
"1026","0-17","4690","case_cumul","2020-05-13"
"1027","18-44","67925","case_cumul","2020-05-13"
"1028","45-64","67647","case_cumul","2020-05-13"
"1029","65-74","23026","case_cumul","2020-05-13"
"1030","75+","21509","case_cumul","2020-05-13"
"1031","0-17","4761","case_cumul","2020-05-14"
"1032","18-44","68340","case_cumul","2020-05-14"
"1033","45-64","67982","case_cumul","2020-05-14"
"1034","65-74","23167","case_cumul","2020-05-14"
"1035","75+","21632","case_cumul","2020-05-14"
"1036","0-17","4824","case_cumul","2020-05-15"
"1037","18-44","68835","case_cumul","2020-05-15"
"1038","45-64","68520","case_cumul","2020-05-15"
"1039","65-74","23370","case_cumul","2020-05-15"
"1040","75+","21887","case_cumul","2020-05-15"
"1041","0-17","4884","case_cumul","2020-05-16"
"1042","18-44","69127","case_cumul","2020-05-16"
"1043","45-64","68911","case_cumul","2020-05-16"
"1044","65-74","23542","case_cumul","2020-05-16"
"1045","75+","22151","case_cumul","2020-05-16"
"1046","0-17","4955","case_cumul","2020-05-17"
"1047","18-44","69610","case_cumul","2020-05-17"
"1048","45-64","69402","case_cumul","2020-05-17"
"1049","65-74","23714","case_cumul","2020-05-17"
"1050","75+","22307","case_cumul","2020-05-17"
